Rooms,Type,Price,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
2,h,522500,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
5,h,972000,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
3,t,590000,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
2,h,450000,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
3,h,765000,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
3,h,750000,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
3,h,680000,11.1,1,3,551,,,Hobsons Bay City Council,Western Metropolitan,5132
1,u,,11.1,1,1,0,46,1970,Hobsons Bay City Council,Western Metropolitan,5132
2,t,510000,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
3,h,770000,11.1,1,3,602,603,,Hobsons Bay City Council,Western Metropolitan,5132
3,h,923000,11.1,1,2,740,,,Hobsons Bay City Council,Western Metropolitan,5132
4,h,693000,11.1,2,4,315,170,2008,Hobsons Bay City Council,Western Metropolitan,5132
3,h,620000,11.1,2,2,276,100,2010,Hobsons Bay City Council,Western Metropolitan,5132
3,h,800000,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
3,h,728500,11.1,1,1,531,157,1960,Hobsons Bay City Council,Western Metropolitan,5132
3,h,931000,11.1,2,1,590,160,1950,Hobsons Bay City Council,Western Metropolitan,5132
3,h,988000,11.1,1,4,715,,2008,Hobsons Bay City Council,Western Metropolitan,5132
3,h,590000,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
3,h,590000,11.1,1,2,561,,,Hobsons Bay City Council,Western Metropolitan,5132
2,h,610000,11.1,1,2,691,,,Hobsons Bay City Council,Western Metropolitan,5132
2,h,,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
3,h,815000,11.1,2,3,555,130,1960,Hobsons Bay City Council,Western Metropolitan,5132
4,h,970000,11.1,1,2,708,,,Hobsons Bay City Council,Western Metropolitan,5132
4,h,840000,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
3,h,840000,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
4,h,760000,11.1,1,3,668,,,Hobsons Bay City Council,Western Metropolitan,5132
3,h,852500,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
4,t,847500,11.1,3,1,252,,,Hobsons Bay City Council,Western Metropolitan,5132
4,h,1200000,11.1,1,4,633,158,1960,Hobsons Bay City Council,Western Metropolitan,5132
3,h,630000,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
3,h,,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
3,h,700000,11.1,1,1,557,,,Hobsons Bay City Council,Western Metropolitan,5132
3,h,625000,11.1,1,1,536,,,Hobsons Bay City Council,Western Metropolitan,5132
2,u,292000,11.1,1,1,153,70,1970,Hobsons Bay City Council,Western Metropolitan,5132
3,t,640000,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
3,h,800000,11.1,,,,,,Hobsons Bay City Council,Western Metropolitan,5132
3,h,,6.3,1,1,305,,,Stonnington City Council,Southern Metropolitan,4836
2,u,599000,6.3,1,1,0,76,1964,Stonnington City Council,Southern Metropolitan,4836
2,u,550000,6.3,1,0,861,,,Stonnington City Council,Southern Metropolitan,4836
3,u,995000,6.3,2,2,0,100,1998,Stonnington City Council,Southern Metropolitan,4836
3,t,1205000,6.3,2,2,101,105,2000,Stonnington City Council,Southern Metropolitan,4836
3,h,,6.3,2,2,588,168,1930,Stonnington City Council,Southern Metropolitan,4836
3,h,2675000,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
3,h,1939000,6.3,2,2,296,150,1889,Stonnington City Council,Southern Metropolitan,4836
1,u,421500,6.3,1,0,0,,,Stonnington City Council,Southern Metropolitan,4836
2,u,585000,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
3,h,2050000,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
3,h,1870000,6.3,1,1,217,116,1888,Stonnington City Council,Southern Metropolitan,4836
4,h,,6.3,2,1,211,,,Stonnington City Council,Southern Metropolitan,4836
2,u,678000,6.3,1,2,0,,,Stonnington City Council,Southern Metropolitan,4836
2,h,,6.3,1,1,183,,,Stonnington City Council,Southern Metropolitan,4836
3,h,,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
3,t,1918000,6.3,2,2,0,165,1995,Stonnington City Council,Southern Metropolitan,4836
1,u,,6.3,1,0,881,,,Stonnington City Council,Southern Metropolitan,4836
2,u,660000,6.3,1,1,0,,,Stonnington City Council,Southern Metropolitan,4836
3,h,2050000,6.3,2,1,205,116,1910,Stonnington City Council,Southern Metropolitan,4836
4,h,,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
2,u,,6.3,1,1,0,65,1970,Stonnington City Council,Southern Metropolitan,4836
2,u,700000,6.3,1,2,0,,,Stonnington City Council,Southern Metropolitan,4836
2,u,3625000,6.3,2,2,0,,2006,Stonnington City Council,Southern Metropolitan,4836
4,h,3000000,6.3,2,2,1581,,1934,Stonnington City Council,Southern Metropolitan,4836
2,h,1930000,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
5,h,1525000,6.3,2,2,693,,,Stonnington City Council,Southern Metropolitan,4836
4,h,,6.3,1,2,500,,,Stonnington City Council,Southern Metropolitan,4836
3,u,735000,6.3,2,1,2113,14,1970,Stonnington City Council,Southern Metropolitan,4836
2,u,825000,6.3,1,1,0,,,Stonnington City Council,Southern Metropolitan,4836
3,t,1586000,6.3,2,2,246,,,Stonnington City Council,Southern Metropolitan,4836
4,h,,6.3,2,2,369,176,1930,Stonnington City Council,Southern Metropolitan,4836
3,t,,6.3,2,1,175,158,1970,Stonnington City Council,Southern Metropolitan,4836
2,u,,6.3,1,1,0,65,1970,Stonnington City Council,Southern Metropolitan,4836
5,h,,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
2,u,645000,6.3,1,1,0,,1960,Stonnington City Council,Southern Metropolitan,4836
1,h,1435000,6.3,2,1,144,107,1900,Stonnington City Council,Southern Metropolitan,4836
4,h,,6.3,4,2,662,292,1920,Stonnington City Council,Southern Metropolitan,4836
1,u,280000,6.3,1,1,0,38,1975,Stonnington City Council,Southern Metropolitan,4836
1,u,400000,6.3,1,1,0,,,Stonnington City Council,Southern Metropolitan,4836
4,h,,6.3,2,2,551,208,1890,Stonnington City Council,Southern Metropolitan,4836
2,h,1780000,6.3,2,2,0,,,Stonnington City Council,Southern Metropolitan,4836
3,h,,6.3,2,0,246,204,1890,Stonnington City Council,Southern Metropolitan,4836
2,u,592500,6.3,1,1,0,73,1970,Stonnington City Council,Southern Metropolitan,4836
3,h,,6.3,2,1,242,143,1915,Stonnington City Council,Southern Metropolitan,4836
2,h,1210000,6.3,1,0,249,96,1910,Stonnington City Council,Southern Metropolitan,4836
4,h,2801000,6.3,2,2,624,222,1900,Stonnington City Council,Southern Metropolitan,4836
3,u,,6.3,2,3,0,203,2006,Stonnington City Council,Southern Metropolitan,4836
3,h,,6.3,2,2,292,146,1910,Stonnington City Council,Southern Metropolitan,4836
3,h,,6.3,2,1,482,182,1930,Stonnington City Council,Southern Metropolitan,4836
1,u,390000,6.3,1,0,881,,,Stonnington City Council,Southern Metropolitan,4836
3,h,,6.3,2,1,228,111,1915,Stonnington City Council,Southern Metropolitan,4836
3,h,1800000,6.3,2,2,405,121,1910,Stonnington City Council,Southern Metropolitan,4836
4,h,,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
4,h,2200000,6.3,1,2,495,163,1900,Stonnington City Council,Southern Metropolitan,4836
4,h,,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
1,u,324000,6.3,1,1,0,,,Stonnington City Council,Southern Metropolitan,4836
3,h,,6.3,1,2,451,,,Stonnington City Council,Southern Metropolitan,4836
2,u,,6.3,1,1,0,80,1966,Stonnington City Council,Southern Metropolitan,4836
2,u,,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
3,u,,6.3,1,4,0,,,Stonnington City Council,Southern Metropolitan,4836
2,h,,6.3,1,2,230,,1888,Stonnington City Council,Southern Metropolitan,4836
6,h,5525000,6.3,3,4,1491,516,1935,Stonnington City Council,Southern Metropolitan,4836
4,h,,6.3,2,2,449,232,1900,Stonnington City Council,Southern Metropolitan,4836
2,h,1125000,6.3,1,2,169,,,Stonnington City Council,Southern Metropolitan,4836
3,h,2250000,6.3,3,1,301,,,Stonnington City Council,Southern Metropolitan,4836
3,h,2360000,6.3,2,0,336,,,Stonnington City Council,Southern Metropolitan,4836
2,h,1900000,6.3,2,0,207,,,Stonnington City Council,Southern Metropolitan,4836
1,u,440000,6.3,1,1,0,53,1970,Stonnington City Council,Southern Metropolitan,4836
2,u,,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
2,u,,6.3,1,1,734,,2006,Stonnington City Council,Southern Metropolitan,4836
2,u,490000,6.3,1,1,0,,1966,Stonnington City Council,Southern Metropolitan,4836
3,t,,6.3,2,2,0,135,1998,Stonnington City Council,Southern Metropolitan,4836
3,h,2365000,6.3,2,1,316,,,Stonnington City Council,Southern Metropolitan,4836
3,h,1300000,6.3,1,2,212,106,1900,Stonnington City Council,Southern Metropolitan,4836
2,u,,6.3,1,1,0,67,1970,Stonnington City Council,Southern Metropolitan,4836
3,u,732000,6.3,2,2,0,,,Stonnington City Council,Southern Metropolitan,4836
2,u,704000,6.3,1,1,0,74,1969,Stonnington City Council,Southern Metropolitan,4836
4,h,,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
2,u,,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
2,u,620000,6.3,1,1,0,98,1970,Stonnington City Council,Southern Metropolitan,4836
3,h,1900000,6.3,1,2,328,108,1900,Stonnington City Council,Southern Metropolitan,4836
3,h,,6.3,2,2,0,,,Stonnington City Council,Southern Metropolitan,4836
3,t,,6.3,3,2,0,,,Stonnington City Council,Southern Metropolitan,4836
2,u,,6.3,2,1,2659,,,Stonnington City Council,Southern Metropolitan,4836
1,u,315000,6.3,1,1,0,,,Stonnington City Council,Southern Metropolitan,4836
3,h,,6.3,1,0,151,80,1880,Stonnington City Council,Southern Metropolitan,4836
3,h,1992000,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
1,u,450000,6.3,1,1,0,,,Stonnington City Council,Southern Metropolitan,4836
2,u,710000,6.3,1,1,2471,80,1970,Stonnington City Council,Southern Metropolitan,4836
2,u,872000,6.3,1,1,1194,,1953,Stonnington City Council,Southern Metropolitan,4836
2,u,598000,6.3,1,1,0,88,1970,Stonnington City Council,Southern Metropolitan,4836
3,h,,6.3,2,2,459,180,1890,Stonnington City Council,Southern Metropolitan,4836
3,h,1285000,6.3,1,2,186,80,1920,Stonnington City Council,Southern Metropolitan,4836
4,h,3660000,6.3,3,2,421,,,Stonnington City Council,Southern Metropolitan,4836
3,h,,6.3,1,2,251,149,1920,Stonnington City Council,Southern Metropolitan,4836
2,u,,6.3,1,1,0,,,Stonnington City Council,Southern Metropolitan,4836
2,u,520000,6.3,1,1,0,76,1970,Stonnington City Council,Southern Metropolitan,4836
4,h,2760000,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
4,h,,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
2,u,690000,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
4,h,3625000,6.3,1,2,709,251,1900,Stonnington City Council,Southern Metropolitan,4836
4,h,4200000,6.3,3,3,563,333,2000,Stonnington City Council,Southern Metropolitan,4836
3,t,1101000,6.3,1,2,103,3,2000,Stonnington City Council,Southern Metropolitan,4836
3,h,3512500,6.3,2,2,617,285,1998,Stonnington City Council,Southern Metropolitan,4836
2,u,,6.3,1,1,0,,,Stonnington City Council,Southern Metropolitan,4836
2,u,,6.3,1,2,0,112,2012,Stonnington City Council,Southern Metropolitan,4836
4,h,2000000,6.3,3,4,544,,,Stonnington City Council,Southern Metropolitan,4836
3,h,,6.3,3,1,0,,,Stonnington City Council,Southern Metropolitan,4836
3,u,869000,6.3,1,1,0,91,1940,Stonnington City Council,Southern Metropolitan,4836
2,u,577000,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
3,h,,6.3,2,1,196,155,1990,Stonnington City Council,Southern Metropolitan,4836
2,u,,6.3,1,4,0,,,Stonnington City Council,Southern Metropolitan,4836
3,h,2865000,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
5,h,2810000,6.3,2,2,617,,,Stonnington City Council,Southern Metropolitan,4836
2,u,565000,6.3,1,1,0,,,Stonnington City Council,Southern Metropolitan,4836
1,u,567000,6.3,1,1,0,53,2013,Stonnington City Council,Southern Metropolitan,4836
2,u,546000,6.3,0,0,0,,,Stonnington City Council,Southern Metropolitan,4836
2,h,,6.3,1,1,266,,,Stonnington City Council,Southern Metropolitan,4836
2,u,471500,6.3,1,1,0,,1980,Stonnington City Council,Southern Metropolitan,4836
3,h,,5.9,1,2,305,135,1910,Moonee Valley City Council,Western Metropolitan,6567
2,u,455000,5.9,1,2,0,,,Moonee Valley City Council,Western Metropolitan,6567
3,h,940000,5.9,1,2,298,108,1920,Moonee Valley City Council,Western Metropolitan,6567
2,u,467000,5.9,1,1,0,62,1980,Moonee Valley City Council,Western Metropolitan,6567
3,h,,5.9,1,2,271,111,1900,Moonee Valley City Council,Western Metropolitan,6567
3,h,895000,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
3,h,1380000,5.9,2,2,277,174,1910,Moonee Valley City Council,Western Metropolitan,6567
2,u,490000,5.9,1,1,423,62,1970,Moonee Valley City Council,Western Metropolitan,6567
4,h,1850000,5.9,3,1,478,270,1900,Moonee Valley City Council,Western Metropolitan,6567
3,h,1284000,5.9,1,2,623,,1938,Moonee Valley City Council,Western Metropolitan,6567
3,h,971000,5.9,2,2,285,128,1900,Moonee Valley City Council,Western Metropolitan,6567
2,h,710000,5.9,1,1,214,77,1890,Moonee Valley City Council,Western Metropolitan,6567
6,h,2425000,5.9,3,2,1014,435,1887,Moonee Valley City Council,Western Metropolitan,6567
2,h,750000,5.9,1,1,226,92,1920,Moonee Valley City Council,Western Metropolitan,6567
2,h,840000,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
2,h,1053000,5.9,1,1,269,109,1900,Moonee Valley City Council,Western Metropolitan,6567
3,h,1377000,5.9,1,1,417,168,1900,Moonee Valley City Council,Western Metropolitan,6567
3,h,970000,5.9,1,2,350,125,1904,Moonee Valley City Council,Western Metropolitan,6567
2,h,940000,5.9,1,1,330,,,Moonee Valley City Council,Western Metropolitan,6567
2,h,751000,5.9,1,1,118,79,1890,Moonee Valley City Council,Western Metropolitan,6567
2,h,950000,5.9,1,1,173,102,1900,Moonee Valley City Council,Western Metropolitan,6567
3,h,,5.9,2,2,252,125,1920,Moonee Valley City Council,Western Metropolitan,6567
2,u,685000,5.9,1,2,228,90,1995,Moonee Valley City Council,Western Metropolitan,6567
4,h,,5.9,1,2,398,,,Moonee Valley City Council,Western Metropolitan,6567
3,h,1230000,5.9,1,2,594,148,1960,Moonee Valley City Council,Western Metropolitan,6567
2,h,636500,5.9,1,1,0,,,Moonee Valley City Council,Western Metropolitan,6567
3,h,910000,5.9,1,0,317,,,Moonee Valley City Council,Western Metropolitan,6567
2,h,872500,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
2,h,770000,5.9,1,1,226,87,1900,Moonee Valley City Council,Western Metropolitan,6567
2,t,490000,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
3,h,960000,5.9,2,2,229,,2011,Moonee Valley City Council,Western Metropolitan,6567
4,h,890000,5.9,1,1,300,185,1890,Moonee Valley City Council,Western Metropolitan,6567
2,h,965000,5.9,1,1,170,,,Moonee Valley City Council,Western Metropolitan,6567
4,h,,5.9,1,2,462,170,1910,Moonee Valley City Council,Western Metropolitan,6567
4,h,1200000,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
3,h,1440000,5.9,1,1,487,131,1900,Moonee Valley City Council,Western Metropolitan,6567
2,h,955000,5.9,1,0,255,,,Moonee Valley City Council,Western Metropolitan,6567
2,u,450000,5.9,1,1,0,,2010,Moonee Valley City Council,Western Metropolitan,6567
3,h,801000,5.9,1,2,431,,1950,Moonee Valley City Council,Western Metropolitan,6567
4,h,,5.9,2,3,950,177,1950,Moonee Valley City Council,Western Metropolitan,6567
3,h,770000,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
3,h,1000000,5.9,2,2,440,120,1955,Moonee Valley City Council,Western Metropolitan,6567
3,h,1435000,5.9,2,2,532,147,1950,Moonee Valley City Council,Western Metropolitan,6567
1,u,390000,5.9,1,1,0,58,1972,Moonee Valley City Council,Western Metropolitan,6567
3,h,1425000,5.9,2,2,495,139,1920,Moonee Valley City Council,Western Metropolitan,6567
3,h,925000,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
4,h,1340000,5.9,2,2,683,232,1978,Moonee Valley City Council,Western Metropolitan,6567
3,h,955000,5.9,1,1,263,117,1910,Moonee Valley City Council,Western Metropolitan,6567
2,h,1075000,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
4,h,1100000,5.9,2,5,559,195,1920,Moonee Valley City Council,Western Metropolitan,6567
3,h,1255000,5.9,2,2,308,,,Moonee Valley City Council,Western Metropolitan,6567
4,h,1483000,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
2,u,432000,5.9,1,1,0,62,1978,Moonee Valley City Council,Western Metropolitan,6567
4,h,1640000,5.9,3,2,562,204,1890,Moonee Valley City Council,Western Metropolitan,6567
6,h,1430000,5.9,2,1,461,286,1900,Moonee Valley City Council,Western Metropolitan,6567
2,u,610000,5.9,1,1,301,104,1995,Moonee Valley City Council,Western Metropolitan,6567
3,h,940000,5.9,3,1,491,127,1950,Moonee Valley City Council,Western Metropolitan,6567
3,h,890000,5.9,1,1,242,110,1920,Moonee Valley City Council,Western Metropolitan,6567
4,h,1505000,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
3,h,1180000,5.9,2,2,617,149,1930,Moonee Valley City Council,Western Metropolitan,6567
4,h,1480000,5.9,2,2,597,180,1939,Moonee Valley City Council,Western Metropolitan,6567
2,h,1150000,5.9,1,1,387,,,Moonee Valley City Council,Western Metropolitan,6567
3,h,1350000,5.9,1,3,575,,,Moonee Valley City Council,Western Metropolitan,6567
5,h,1905000,5.9,2,2,521,,,Moonee Valley City Council,Western Metropolitan,6567
2,t,865000,5.9,2,1,146,132,2015,Moonee Valley City Council,Western Metropolitan,6567
2,t,705000,5.9,2,1,113,,1998,Moonee Valley City Council,Western Metropolitan,6567
2,u,442000,5.9,1,1,0,62,1975,Moonee Valley City Council,Western Metropolitan,6567
2,u,540000,5.9,2,1,0,,,Moonee Valley City Council,Western Metropolitan,6567
3,h,1037500,5.9,1,2,506,110,1920,Moonee Valley City Council,Western Metropolitan,6567
3,t,1050000,5.9,2,2,318,160,2013,Moonee Valley City Council,Western Metropolitan,6567
6,h,,5.9,2,3,833,411,1910,Moonee Valley City Council,Western Metropolitan,6567
2,u,440000,5.9,1,1,0,65,1970,Moonee Valley City Council,Western Metropolitan,6567
2,h,1010000,5.9,1,1,325,,,Moonee Valley City Council,Western Metropolitan,6567
4,h,1430000,5.9,2,0,418,158,1900,Moonee Valley City Council,Western Metropolitan,6567
2,u,570000,5.9,1,1,0,,,Moonee Valley City Council,Western Metropolitan,6567
2,u,690000,5.9,1,1,0,,,Moonee Valley City Council,Western Metropolitan,6567
4,h,,5.9,3,4,487,402,1940,Moonee Valley City Council,Western Metropolitan,6567
4,h,1070000,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
3,h,1291000,5.9,1,2,414,,,Moonee Valley City Council,Western Metropolitan,6567
3,h,,5.9,2,2,298,132,1890,Moonee Valley City Council,Western Metropolitan,6567
3,h,1130000,5.9,2,1,272,157,1900,Moonee Valley City Council,Western Metropolitan,6567
3,h,1135000,5.9,1,1,296,104,1910,Moonee Valley City Council,Western Metropolitan,6567
4,h,950000,5.9,2,1,298,147,1920,Moonee Valley City Council,Western Metropolitan,6567
3,u,790000,5.9,2,1,0,148,,Moonee Valley City Council,Western Metropolitan,6567
3,h,,5.9,1,1,206,115,1900,Moonee Valley City Council,Western Metropolitan,6567
2,u,390000,5.9,1,1,1957,69,2012,Moonee Valley City Council,Western Metropolitan,6567
4,h,1345000,5.9,1,1,552,155,1920,Moonee Valley City Council,Western Metropolitan,6567
1,u,296000,5.9,,,,,,Moonee Valley City Council,Western Metropolitan,6567
3,h,1381500,5.9,2,2,416,168,1900,Moonee Valley City Council,Western Metropolitan,6567
